number,value,datetime_start,datetime_complete,duration,params_l1_ratio,params_reg_strength,user_attrs_n_epochs,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
467,0.7451562971615412,2023-07-10 14:39:22.670684,2023-07-10 14:39:23.857578,0 days 00:00:01.186894,0.1755669247937982,0.00029389409039496696,,0.7451562971615412,,,,PRUNED
250,0.7451681743222148,2023-07-10 14:33:44.184927,2023-07-10 14:33:49.117416,0 days 00:00:04.932489,0.11447570036457629,0.0002764582512050007,26.0,0.7374228941141151,,,,COMPLETE
450,0.7451723599371644,2023-07-10 14:38:58.566913,2023-07-10 14:38:59.667060,0 days 00:00:01.100147,0.06182984641540501,0.0002623872214352116,,0.7451723599371644,,,,PRUNED
364,0.7451888153879372,2023-07-10 14:36:57.284183,2023-07-10 14:37:02.123774,0 days 00:00:04.839591,0.2658303112180877,0.00027879101078053664,20.0,0.737418983591671,,,,COMPLETE
10,0.7452006595678586,2023-07-10 14:26:06.213362,2023-07-10 14:26:10.862190,0 days 00:00:04.648828,0.03211576892149981,0.0002762273427785477,24.0,0.7441280564938708,0.7405841803797458,0.7378220016969488,,COMPLETE
27,0.7452186704520875,2023-07-10 14:26:39.154030,2023-07-10 14:26:40.281193,0 days 00:00:01.127163,0.0028050454286382698,0.00014177639755906852,,0.7452186704520875,,,,PRUNED
418,0.7452578551327751,2023-07-10 14:38:12.968932,2023-07-10 14:38:14.074236,0 days 00:00:01.105304,0.10844321956192698,0.0002880328869236813,,0.7452578551327751,,,,PRUNED
37,0.7452625344933189,2023-07-10 14:27:00.834721,2023-07-10 14:27:02.120097,0 days 00:00:01.285376,0.21216338505879778,0.0012915928272101641,,0.7452625344933189,,,,PRUNED
92,0.745263432911271,2023-07-10 14:28:34.299898,2023-07-10 14:28:39.335942,0 days 00:00:05.036044,0.15692021361690328,0.00026635269427597837,22.0,0.7374930400117492,,,,COMPLETE
279,0.7452702625730868,2023-07-10 14:34:39.149418,2023-07-10 14:34:44.033133,0 days 00:00:04.883715,0.2838809895160761,0.00026676730988607264,22.0,0.7375274096008421,,,,COMPLETE
354,0.7453241305658423,2023-07-10 14:36:41.360798,2023-07-10 14:36:42.560249,0 days 00:00:01.199451,0.13518597793612813,0.0013147215987068513,,0.7453241305658423,,,,PRUNED
352,0.7454041325890218,2023-07-10 14:36:34.818485,2023-07-10 14:36:40.079661,0 days 00:00:05.261176,0.08135195926124433,0.00023132468564065226,25.0,0.7376490404682207,,,,COMPLETE
179,0.7455013953306142,2023-07-10 14:31:32.716093,2023-07-10 14:31:33.883730,0 days 00:00:01.167637,0.08658894277183367,0.00022718023623981184,,0.7455013953306142,,,,PRUNED
163,0.745531286238782,2023-07-10 14:30:58.697481,2023-07-10 14:30:59.869592,0 days 00:00:01.172111,0.15530880140314934,0.00024340920163915523,,0.745531286238782,,,,PRUNED
353,0.745594270008914,2023-07-10 14:36:40.080161,2023-07-10 14:36:41.360297,0 days 00:00:01.280136,0.9690512963343347,0.0001457649383201569,,0.745594270008914,,,,PRUNED
490,0.7456005098583031,2023-07-10 14:39:57.347839,2023-07-10 14:39:58.480865,0 days 00:00:01.133026,0.4803128998902914,0.0003251487657745857,,0.7456005098583031,,,,PRUNED
169,0.7456024020847626,2023-07-10 14:31:09.627046,2023-07-10 14:31:10.887203,0 days 00:00:01.260157,0.1735567774229295,0.00025574270308089623,,0.7456024020847626,,,,PRUNED
129,0.7456438246762432,2023-07-10 14:29:41.560490,2023-07-10 14:29:42.728100,0 days 00:00:01.167610,0.18110237540205257,0.00013495222169691444,,0.7456438246762432,,,,PRUNED
6,0.7456821759056513,2023-07-10 14:25:58.023092,2023-07-10 14:26:02.879784,0 days 00:00:04.856692,0.22428828618485597,0.00021201749965936125,24.0,0.7426497666647053,0.7383249387036425,,,COMPLETE
225,0.7457164037347116,2023-07-10 14:32:58.434294,2023-07-10 14:32:59.763971,0 days 00:00:01.329677,0.14003615870659297,6.17962315627613e-05,,0.7457164037347116,,,,PRUNED
386,0.7458298353381607,2023-07-10 14:37:27.794034,2023-07-10 14:37:28.913143,0 days 00:00:01.119109,0.2418551593314049,0.000313892908705991,,0.7458298353381607,,,,PRUNED
112,0.7459087729223955,2023-07-10 14:29:10.198364,2023-07-10 14:29:11.394782,0 days 00:00:01.196418,0.08813161340155498,0.0002302220032829828,,0.7459087729223955,,,,PRUNED
255,0.7459193625254089,2023-07-10 14:33:54.283443,2023-07-10 14:33:55.568822,0 days 00:00:01.285379,0.09020833900867621,0.00022985041408394165,,0.7459193625254089,,,,PRUNED
299,0.7459270200065329,2023-07-10 14:35:10.625026,2023-07-10 14:35:11.818299,0 days 00:00:01.193273,0.16544027223255378,0.00022335053121601354,,0.7459270200065329,,,,PRUNED
86,0.7461361722272514,2023-07-10 14:28:23.356846,2023-07-10 14:28:24.511991,0 days 00:00:01.155145,0.19132114528592303,0.00022681341842715593,,0.7461361722272514,,,,PRUNED
316,0.7462705882447493,2023-07-10 14:35:38.533172,2023-07-10 14:35:39.776355,0 days 00:00:01.243183,0.21860514525670183,0.001380594364489319,,0.7462705882447493,,,,PRUNED
150,0.7465609142319608,2023-07-10 14:30:22.196017,2023-07-10 14:30:23.319142,0 days 00:00:01.123125,0.11517923104436247,0.0002170599379389382,,0.7465609142319608,,,,PRUNED
367,0.7467862847412116,2023-07-10 14:37:04.536746,2023-07-10 14:37:05.711926,0 days 00:00:01.175180,0.14898722219427646,0.0002158929576623706,,0.7467862847412116,,,,PRUNED
69,0.7468782602306512,2023-07-10 14:27:54.637642,2023-07-10 14:27:55.756782,0 days 00:00:01.119140,0.09163718075016442,0.0014087913742505506,,0.7468782602306512,,,,PRUNED
430,0.7468987221618014,2023-07-10 14:38:30.918282,2023-07-10 14:38:32.089401,0 days 00:00:01.171119,0.23329518673652466,0.00023262743123832918,,0.7468987221618014,,,,PRUNED
268,0.7473739506938228,2023-07-10 14:34:17.782098,2023-07-10 14:34:18.990263,0 days 00:00:01.208165,0.17244533387361,0.00013016350884449067,,0.7473739506938228,,,,PRUNED
277,0.7474325733428971,2023-07-10 14:34:32.914132,2023-07-10 14:34:34.206488,0 days 00:00:01.292356,0.13785252485584448,0.0014209046575697623,,0.7474325733428971,,,,PRUNED
2,0.7476473088867781,2023-07-10 14:25:43.462290,2023-07-10 14:25:50.354362,0 days 00:00:06.892072,0.4974907400804669,6.696468548801565e-05,53.0,0.779148394661301,0.7609399198592015,0.746265041402825,0.7400761759847465,COMPLETE
248,0.7476547265741406,2023-07-10 14:33:41.760307,2023-07-10 14:33:42.990592,0 days 00:00:01.230285,0.12584132814268198,0.0015303566866962182,,0.7476547265741406,,,,PRUNED
431,0.747836393252499,2023-07-10 14:38:32.089902,2023-07-10 14:38:33.218399,0 days 00:00:01.128497,0.03913560727437404,0.0014981713306098062,,0.747836393252499,,,,PRUNED
48,0.7479327676800551,2023-07-10 14:27:16.927846,2023-07-10 14:27:18.038449,0 days 00:00:01.110603,0.07759557841350567,0.00022467989521499193,,0.7479327676800551,,,,PRUNED
96,0.7484795900455474,2023-07-10 14:28:43.080291,2023-07-10 14:28:44.252647,0 days 00:00:01.172356,0.07320045975619388,0.00021833725781985654,,0.7484795900455474,,,,PRUNED
397,0.7486965780736835,2023-07-10 14:37:41.207968,2023-07-10 14:37:42.351829,0 days 00:00:01.143861,0.15785161082536872,0.00020772806331917576,,0.7486965780736835,,,,PRUNED
385,0.7487158409161329,2023-07-10 14:37:26.602123,2023-07-10 14:37:27.793535,0 days 00:00:01.191412,0.1249319044686544,0.00010328279151160825,,0.7487158409161329,,,,PRUNED
30,0.7490109766202907,2023-07-10 14:26:45.862512,2023-07-10 14:26:47.024770,0 days 00:00:01.162258,0.23234443780743844,0.0016039288571385998,,0.7490109766202907,,,,PRUNED
105,0.7496644782441244,2023-07-10 14:28:57.658526,2023-07-10 14:28:58.820800,0 days 00:00:01.162274,0.17278559880786193,0.00020777723767703663,,0.7496644782441244,,,,PRUNED
178,0.7502538486450689,2023-07-10 14:31:31.534729,2023-07-10 14:31:32.715594,0 days 00:00:01.180865,0.16005586098785768,0.0016703096917927275,,0.7502538486450689,,,,PRUNED
116,0.7509759264951172,2023-07-10 14:29:15.253832,2023-07-10 14:29:16.448004,0 days 00:00:01.194172,0.12182129783104242,0.00018102103923111452,,0.7509759264951172,,,,PRUNED
369,0.7510164126414105,2023-07-10 14:37:07.034061,2023-07-10 14:37:08.175672,0 days 00:00:01.141611,0.16836149101605374,0.0017197097476441493,,0.7510164126414105,,,,PRUNED
463,0.7515023079623843,2023-07-10 14:39:14.414311,2023-07-10 14:39:15.630566,0 days 00:00:01.216255,0.15109523616095796,0.0018823990440897075,,0.7515023079623843,,,,PRUNED
24,0.7515145624385918,2023-07-10 14:26:35.731443,2023-07-10 14:26:36.815755,0 days 00:00:01.084312,0.20233170788833088,0.0017437561279747976,,0.7515145624385918,,,,PRUNED
42,0.7516549067484165,2023-07-10 14:27:06.606075,2023-07-10 14:27:07.701671,0 days 00:00:01.095596,0.18970504758074336,0.0002036002235957237,,0.7516549067484165,,,,PRUNED
99,0.7517765185892231,2023-07-10 14:28:50.293570,2023-07-10 14:28:51.469207,0 days 00:00:01.175637,0.17410419222226528,0.00017478004706818028,,0.7517765185892231,,,,PRUNED
128,0.7518488319080479,2023-07-10 14:29:40.435805,2023-07-10 14:29:41.559990,0 days 00:00:01.124185,0.23053335473170788,0.00016793838331588851,,0.7518488319080479,,,,PRUNED
390,0.751980581465655,2023-07-10 14:37:32.835813,2023-07-10 14:37:34.001879,0 days 00:00:01.166066,0.2128074786421692,0.0017892065454549108,,0.751980581465655,,,,PRUNED
311,0.7521055639107662,2023-07-10 14:35:28.641824,2023-07-10 14:35:29.928588,0 days 00:00:01.286764,0.15880751989337452,0.00195610040029029,,0.7521055639107662,,,,PRUNED
440,0.7534279450954862,2023-07-10 14:38:46.260307,2023-07-10 14:38:47.432418,0 days 00:00:01.172111,0.21564756408402594,0.00015461972291657617,,0.7534279450954862,,,,PRUNED
315,0.7535594915643017,2023-07-10 14:35:37.383756,2023-07-10 14:35:38.532672,0 days 00:00:01.148916,0.17966037880481767,0.00015546267466123832,,0.7535594915643017,,,,PRUNED
421,0.7541576677610097,2023-07-10 14:38:19.980214,2023-07-10 14:38:21.152351,0 days 00:00:01.172137,0.22898971098244436,0.0020846202391154914,,0.7541576677610097,,,,PRUNED
472,0.7548346982146812,2023-07-10 14:39:32.082569,2023-07-10 14:39:33.286728,0 days 00:00:01.204159,0.12972781122883043,7.926199333827992e-05,,0.7548346982146812,,,,PRUNED
261,0.7548363386094685,2023-07-10 14:34:09.176233,2023-07-10 14:34:10.352153,0 days 00:00:01.175920,0.13553215709685745,0.0021645637172549724,,0.7548363386094685,,,,PRUNED
200,0.7551092331583346,2023-07-10 14:32:16.769343,2023-07-10 14:32:18.019071,0 days 00:00:01.249728,0.18826954868946683,0.00211809677861662,,0.7551092331583346,,,,PRUNED
74,0.7554917394689173,2023-07-10 14:28:00.856044,2023-07-10 14:28:02.045160,0 days 00:00:01.189116,0.09989146405967093,0.00014645493482878897,,0.7554917394689173,,,,PRUNED
416,0.7555338232730311,2023-07-10 14:38:10.593833,2023-07-10 14:38:11.787955,0 days 00:00:01.194122,0.07549455213673067,0.002339296115994571,,0.7555338232730311,,,,PRUNED
498,0.7561148929896361,2023-07-10 14:40:10.435009,2023-07-10 14:40:11.647130,0 days 00:00:01.212121,0.8415613718648143,0.0016645965246513087,,0.7561148929896361,,,,PRUNED
23,0.7568841835705771,2023-07-10 14:26:34.636968,2023-07-10 14:26:35.731443,0 days 00:00:01.094475,0.0957476377867006,0.0001570435934638933,,0.7568841835705771,,,,PRUNED
19,0.7573145666474611,2023-07-10 14:26:26.863952,2023-07-10 14:26:27.967048,0 days 00:00:01.103096,0.11226409845089551,0.002379953819841166,,0.7573145666474611,,,,PRUNED
492,0.7581658145011404,2023-07-10 14:39:59.772710,2023-07-10 14:40:00.919254,0 days 00:00:01.146544,0.2338359614151019,0.002358854853304044,,0.7581658145011404,,,,PRUNED
269,0.7597490467137914,2023-07-10 14:34:18.990762,2023-07-10 14:34:20.183914,0 days 00:00:01.193152,0.19979124879214943,0.0025312768843597346,,0.7597490467137914,,,,PRUNED
389,0.7600894999335409,2023-07-10 14:37:31.679356,2023-07-10 14:37:32.835312,0 days 00:00:01.155956,0.18326551526412246,0.002565122187951129,,0.7600894999335409,,,,PRUNED
104,0.7614007721373737,2023-07-10 14:28:56.498300,2023-07-10 14:28:57.658027,0 days 00:00:01.159727,0.09398336230143436,0.00012508260686047118,,0.7614007721373737,,,,PRUNED
438,0.7620826346560848,2023-07-10 14:38:43.777730,2023-07-10 14:38:45.074603,0 days 00:00:01.296873,0.1595361266037732,0.0028767885305771602,,0.7620826346560848,,,,PRUNED
64,0.7633945681907284,2023-07-10 14:27:48.602914,2023-07-10 14:27:49.712006,0 days 00:00:01.109092,0.10892993707089568,0.00012025793240679595,,0.7633945681907284,,,,PRUNED
49,0.7639765710322539,2023-07-10 14:27:18.038949,2023-07-10 14:27:19.133549,0 days 00:00:01.094600,0.20896287203194536,0.002901573652069012,,0.7639765710322539,,,,PRUNED
0,0.7642777807655633,2023-07-10 14:25:33.358829,2023-07-10 14:25:38.020105,0 days 00:00:04.661276,0.346756069675324,0.0025254117608099432,11.0,,,,,COMPLETE
365,0.7648639875177968,2023-07-10 14:37:02.124274,2023-07-10 14:37:03.326003,0 days 00:00:01.201729,0.2029366629855958,0.003001136247319745,,0.7648639875177968,,,,PRUNED
281,0.7665591331195099,2023-07-10 14:34:45.234312,2023-07-10 14:34:46.397742,0 days 00:00:01.163430,0.15686573972187123,0.00011113867483708306,,0.7665591331195099,,,,PRUNED
33,0.7665817532494095,2023-07-10 14:26:56.268245,2023-07-10 14:26:57.362196,0 days 00:00:01.093951,0.29605721072566743,0.0001157413591974379,,0.7665817532494095,,,,PRUNED
425,0.7674285216317055,2023-07-10 14:38:24.930634,2023-07-10 14:38:26.138829,0 days 00:00:01.208195,0.27376612503085024,5.6487518623892505e-05,,0.7674285216317055,,,,PRUNED
344,0.7675064006196559,2023-07-10 14:36:17.740618,2023-07-10 14:36:18.892222,0 days 00:00:01.151604,0.17421756629180346,0.00011325235034711981,,0.7675064006196559,,,,PRUNED
326,0.7676169016908914,2023-07-10 14:35:55.258491,2023-07-10 14:35:56.432705,0 days 00:00:01.174214,0.14996358228140685,0.0033923059594955034,,0.7676169016908914,,,,PRUNED
208,0.7685644806838976,2023-07-10 14:32:30.196819,2023-07-10 14:32:31.534988,0 days 00:00:01.338169,0.1589315603982399,0.0034993767135388532,,0.7685644806838976,,,,PRUNED
26,0.7686585735719597,2023-07-10 14:26:38.063385,2023-07-10 14:26:39.153530,0 days 00:00:01.090145,0.0817874497623077,0.00010487465332202837,,0.7686585735719597,,,,PRUNED
408,0.7709890509093957,2023-07-10 14:37:57.786630,2023-07-10 14:37:58.967782,0 days 00:00:01.181152,0.18374785843263347,0.0036163404444083643,,0.7709890509093957,,,,PRUNED
376,0.7714285711483735,2023-07-10 14:37:15.362125,2023-07-10 14:37:16.565683,0 days 00:00:01.203558,0.12195479926210452,0.003881264096356885,,0.7714285711483735,,,,PRUNED
329,0.771949965251813,2023-07-10 14:35:58.929972,2023-07-10 14:36:00.214142,0 days 00:00:01.284170,0.6032239374769275,0.0027408487529689595,,0.771949965251813,,,,PRUNED
465,0.772111350408978,2023-07-10 14:39:20.223465,2023-07-10 14:39:21.374600,0 days 00:00:01.151135,0.12402145749082016,0.003945474435590004,,0.772111350408978,,,,PRUNED
423,0.7726272833418273,2023-07-10 14:38:22.510789,2023-07-10 14:38:23.642917,0 days 00:00:01.132128,0.22615762041420548,9.382984375640471e-05,,0.7726272833418273,,,,PRUNED
394,0.7751425348116973,2023-07-10 14:37:37.798139,2023-07-10 14:37:38.958449,0 days 00:00:01.160310,0.09287846574384927,0.0043810675265585925,,0.7751425348116973,,,,PRUNED
16,0.7756352075138099,2023-07-10 14:26:23.288287,2023-07-10 14:26:24.365420,0 days 00:00:01.077133,0.17335704996179663,0.004111405665717924,,0.7756352075138099,,,,PRUNED
79,0.7760685716529585,2023-07-10 14:28:10.530812,2023-07-10 14:28:11.754581,0 days 00:00:01.223769,0.06556510730416862,9.423008070342625e-05,,0.7760685716529585,,,,PRUNED
399,0.7766646670842199,2023-07-10 14:37:43.557419,2023-07-10 14:37:44.731552,0 days 00:00:01.174133,0.19608278474031504,8.482398826744628e-05,,0.7766646670842199,,,,PRUNED
39,0.7768702164185228,2023-07-10 14:27:03.264209,2023-07-10 14:27:04.364811,0 days 00:00:01.100602,0.3762842662184263,7.899937604314651e-05,,0.7768702164185228,,,,PRUNED
310,0.7785113776860259,2023-07-10 14:35:27.500209,2023-07-10 14:35:28.641324,0 days 00:00:01.141115,0.09795786863200626,7.976366818412502e-05,,0.7785113776860259,,,,PRUNED
347,0.7786085344261965,2023-07-10 14:36:25.015832,2023-07-10 14:36:26.236394,0 days 00:00:01.220562,0.1972397591306032,8.297661062576729e-05,,0.7786085344261965,,,,PRUNED
218,0.7804967229341064,2023-07-10 14:32:49.558145,2023-07-10 14:32:50.723584,0 days 00:00:01.165439,0.10238246677335192,7.349434994910749e-05,,0.7804967229341064,,,,PRUNED
446,0.7843962092094986,2023-07-10 14:38:53.468494,2023-07-10 14:38:54.610728,0 days 00:00:01.142234,0.15074377762530577,0.005124063905054245,,0.7843962092094986,,,,PRUNED
235,0.784587815548663,2023-07-10 14:33:18.489900,2023-07-10 14:33:19.662161,0 days 00:00:01.172261,0.1108167580866196,0.005378390369205695,,0.784587815548663,,,,PRUNED
35,0.785363196107493,2023-07-10 14:26:58.491561,2023-07-10 14:26:59.590592,0 days 00:00:01.099031,0.23976860802917388,0.0048347607665490235,,0.785363196107493,,,,PRUNED
388,0.7879075571404147,2023-07-10 14:37:30.357076,2023-07-10 14:37:31.678856,0 days 00:00:01.321780,0.10357160268592262,0.005978781543035299,,0.7879075571404147,,,,PRUNED
303,0.7902299283289018,2023-07-10 14:35:18.981210,2023-07-10 14:35:20.176078,0 days 00:00:01.194868,0.20033596565035044,0.005655667081058812,,0.7902299283289018,,,,PRUNED
436,0.7951856395649134,2023-07-10 14:38:41.441766,2023-07-10 14:38:42.627847,0 days 00:00:01.186081,0.01821711953546562,0.007484701684575803,,0.7951856395649134,,,,PRUNED
324,0.795429716747461,2023-07-10 14:35:52.683508,2023-07-10 14:35:54.010273,0 days 00:00:01.326765,0.5590909148532914,0.004722664084647239,,0.795429716747461,,,,PRUNED
405,0.7956318589395052,2023-07-10 14:37:54.093850,2023-07-10 14:37:55.423812,0 days 00:00:01.329962,0.20404745752340253,0.0063772018565847145,,0.7956318589395052,,,,PRUNED
343,0.8005829162345204,2023-07-10 14:36:16.605346,2023-07-10 14:36:17.740118,0 days 00:00:01.134772,0.23084921834458907,6.037004977437868e-05,,0.8005829162345204,,,,PRUNED
29,0.8080570687619459,2023-07-10 14:26:44.764198,2023-07-10 14:26:45.862011,0 days 00:00:01.097813,0.3466478973436744,5.171957357179016e-05,,0.8080570687619459,,,,PRUNED
60,0.8084250158105576,2023-07-10 14:27:37.353509,2023-07-10 14:27:38.449010,0 days 00:00:01.095501,0.23105084065839854,0.0075543403407907364,,0.8084250158105576,,,,PRUNED
378,0.8112904965736495,2023-07-10 14:37:17.930692,2023-07-10 14:37:19.094303,0 days 00:00:01.163611,0.2118454747404621,0.008065237183086318,,0.8112904965736495,,,,PRUNED
320,0.8125622031811452,2023-07-10 14:35:47.349406,2023-07-10 14:35:48.651312,0 days 00:00:01.301906,0.18531320613735008,0.00862770556526547,,0.8125622031811452,,,,PRUNED
417,0.8171675163919448,2023-07-10 14:38:11.788455,2023-07-10 14:38:12.968433,0 days 00:00:01.179978,0.16645462322382137,0.009257577872803957,,0.8171675163919448,,,,PRUNED
475,0.8195276432864155,2023-07-10 14:39:35.630641,2023-07-10 14:39:36.788768,0 days 00:00:01.158127,0.1410336033596682,5.049464780556266e-05,,0.8195276432864155,,,,PRUNED
184,0.8231094662629337,2023-07-10 14:31:46.197220,2023-07-10 14:31:47.375141,0 days 00:00:01.177921,0.149599068626815,5.0689614681162004e-05,,0.8231094662629337,,,,PRUNED
206,0.8304817744675319,2023-07-10 14:32:27.861166,2023-07-10 14:32:29.034317,0 days 00:00:01.173151,0.2135261231483458,0.010730504588043583,,0.8304817744675319,,,,PRUNED
304,0.8473706448844435,2023-07-10 14:35:20.176578,2023-07-10 14:35:21.329013,0 days 00:00:01.152435,0.18176891132934547,0.0134484972381156,,0.8473706448844435,,,,PRUNED
458,0.8600475525599315,2023-07-10 14:39:08.453911,2023-07-10 14:39:09.691411,0 days 00:00:01.237500,0.22069712363035082,0.014717363701904573,,0.8600475525599315,,,,PRUNED
294,0.8738920504436334,2023-07-10 14:35:04.366378,2023-07-10 14:35:05.579936,0 days 00:00:01.213558,0.15101875416261,0.017628856841405277,,0.8738920504436334,,,,PRUNED
495,0.8758614872231957,2023-07-10 14:40:06.615162,2023-07-10 14:40:07.956837,0 days 00:00:01.341675,0.16139856124358715,0.017857933237039596,,0.8758614872231957,,,,PRUNED
487,0.9120035311909787,2023-07-10 14:39:53.787438,2023-07-10 14:39:54.928235,0 days 00:00:01.140797,0.10103626304321026,0.024857660059945726,,0.9120035311909787,,,,PRUNED
363,0.9552578584675387,2023-07-10 14:36:55.876492,2023-07-10 14:36:57.283683,0 days 00:00:01.407191,0.3293932556729333,0.022092929703603707,,0.9552578584675387,,,,PRUNED
1,0.9606601354015977,2023-07-10 14:25:38.020606,2023-07-10 14:25:43.461789,0 days 00:00:05.441183,0.4280933074714435,0.020576385415528697,23.0,0.9655706318361384,0.9645780841879656,0.9637873148540462,,COMPLETE
3,0.973557673761074,2023-07-10 14:25:50.354862,2023-07-10 14:25:51.509910,0 days 00:00:01.155048,0.7036950744199706,0.0160024805525921,,0.973557673761074,,,,PRUNED
322,0.9788278172936392,2023-07-10 14:35:49.848079,2023-07-10 14:35:51.339657,0 days 00:00:01.491578,0.24355908428421463,0.03310221160982761,,0.9788278172936392,,,,PRUNED
216,0.981984411676911,2023-07-10 14:32:47.173255,2023-07-10 14:32:48.374415,0 days 00:00:01.201160,0.16808092769864533,0.04309793472498429,,0.981984411676911,,,,PRUNED
484,0.9873501812993545,2023-07-10 14:39:50.225656,2023-07-10 14:39:51.428274,0 days 00:00:01.202618,0.18650942141287555,0.04486371918119785,,0.9873501812993545,,,,PRUNED
459,0.9878264741149657,2023-07-10 14:39:09.691911,2023-07-10 14:39:10.827525,0 days 00:00:01.135614,0.0002846672611971357,0.2497329035018857,,0.9878264741149657,,,,PRUNED
387,0.9991984729423283,2023-07-10 14:37:28.913642,2023-07-10 14:37:30.357076,0 days 00:00:01.443434,0.15700366441750657,0.09299900285744893,,0.9991984729423283,,,,PRUNED
8,0.9996413812019102,2023-07-10 14:26:04.004878,2023-07-10 14:26:05.116971,0 days 00:00:01.112093,0.9113637931825765,0.018052848428813988,,0.9996413812019102,,,,PRUNED
454,0.9996950411494848,2023-07-10 14:39:03.351204,2023-07-10 14:39:04.596714,0 days 00:00:01.245510,0.24047726482503445,0.06773310175176162,,0.9996950411494848,,,,PRUNED
271,0.999793545237499,2023-07-10 14:34:21.447875,2023-07-10 14:34:22.694475,0 days 00:00:01.246600,0.22258462419630048,0.4774223360919673,,0.999793545237499,,,,PRUNED
14,0.9997971614891326,2023-07-10 14:26:17.751218,2023-07-10 14:26:18.945820,0 days 00:00:01.194602,0.11322622077414643,0.41203650893642324,,0.9997971614891326,,,,PRUNED
274,0.999800573372543,2023-07-10 14:34:25.252047,2023-07-10 14:34:26.542425,0 days 00:00:01.290378,0.24054393851480715,0.3464199419111069,,0.999800573372543,,,,PRUNED
470,0.9998387338339951,2023-07-10 14:39:29.814276,2023-07-10 14:39:30.926913,0 days 00:00:01.112637,0.32656921536100264,0.15114245021354944,,0.9998387338339951,,,,PRUNED
9,0.9998733456959494,2023-07-10 14:26:05.117471,2023-07-10 14:26:06.213362,0 days 00:00:01.095891,0.39240312695000745,0.12064382747629708,,0.9998733456959494,,,,PRUNED
4,0.9998903471273355,2023-07-10 14:25:51.510410,2023-07-10 14:25:52.633107,0 days 00:00:01.122697,0.8779857558783234,0.04222700781389659,,0.9998903471273355,,,,PRUNED
5,0.9999266316544159,2023-07-10 14:25:52.633107,2023-07-10 14:25:58.022592,0 days 00:00:05.389485,0.25626250306569587,0.0984598134488295,1.0,0.9998873311660407,,,,COMPLETE
447,0.9999955617396932,2023-07-10 14:38:54.611227,2023-07-10 14:38:56.196096,0 days 00:00:01.584869,0.9683899118470503,0.0223873425024082,,0.9999955617396932,,,,PRUNED
